"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Egypt","1995","Not applicable","Not applicable","Number","21.01338"
"El Salvador","2013","Not applicable","Not applicable","Number","45.60774"
"El Salvador","2011","Not applicable","Not applicable","Number","25.0727"
"El Salvador","2009","Not applicable","Not applicable","Number","24.8474"
"El Salvador","2008","Not applicable","Not applicable","Number","25.7431"
"El Salvador","2007","Not applicable","Not applicable","Number","27.89857"
"El Salvador","2006","Not applicable","Not applicable","Number","28.85408"
"El Salvador","2005","Not applicable","Not applicable","Number","30.62139"
"El Salvador","2004","Not applicable","Not applicable","Number","32.15808"
"El Salvador","2003","Not applicable","Not applicable","Number","31.51714"
"Equatorial Guinea","2001","Not applicable","Not applicable","Number","24.34143"
"Equatorial Guinea","2000","Not applicable","Not applicable","Number","24.60841"
"Equatorial Guinea","1999","Not applicable","Not applicable","Number","24.92966"
"Eritrea","2013","Not applicable","Not applicable","Number","39.8274"
"Eritrea","2012","Not applicable","Not applicable","Number","43.42591"
"Eritrea","2011","Not applicable","Not applicable","Number","41.68519"
"Eritrea","2010","Not applicable","Not applicable","Number","41.22337"
"Eritrea","2009","Not applicable","Not applicable","Number","45.08681"
"Eritrea","2008","Not applicable","Not applicable","Number","55.99961"
"Eritrea","2007","Not applicable","Not applicable","Number","56.93341"
"Eritrea","2006","Not applicable","Not applicable","Number","59.44681"
"Eritrea","2005","Not applicable","Not applicable","Number","56.7697"
"Eritrea","2004","Not applicable","Not applicable","Number","54.87104"
"Eritrea","2003","Not applicable","Not applicable","Number","53.68278"
"Eritrea","2002","Not applicable","Not applicable","Number","52.89863"
"Eritrea","2001","Not applicable","Not applicable","Number","55.60203"
"Eritrea","2000","Not applicable","Not applicable","Number","56.64405"
"Eritrea","1999","Not applicable","Not applicable","Number","55.48096"
"Eritrea","1997","Not applicable","Not applicable","Number","46.66667"
"Eritrea","1996","Not applicable","Not applicable","Number","40.07157"
"Estonia","2013","Not applicable","Not applicable","Number","7.91304"
"Estonia","2012","Not applicable","Not applicable","Number","8.01516"
"Estonia","2011","Not applicable","Not applicable","Number","8.31045"
"Estonia","2010","Not applicable","Not applicable","Number","8.39816"
"Estonia","2009","Not applicable","Not applicable","Number","9.06084"
"Estonia","2008","Not applicable","Not applicable","Number","9.35129"
"Estonia","2007","Not applicable","Not applicable","Number","9.98077"
"Estonia","2006","Not applicable","Not applicable","Number","11.4665"
"Estonia","2001","Not applicable","Not applicable","Number","10.34004"
"Estonia","2000","Not applicable","Not applicable","Number","10.19854"
"Estonia","1999","Not applicable","Not applicable","Number","11.14503"
"Estonia","1996","Not applicable","Not applicable","Number","10.33846"
"Ethiopia","2012","Not applicable","Not applicable","Number","43.34925"
"Ethiopia","2011","Not applicable","Not applicable","Number","43.91024"
"Ethiopia","2010","Not applicable","Not applicable","Number","45.50188"
"Ethiopia","2009","Not applicable","Not applicable","Number","49.95956"
"Ethiopia","2008","Not applicable","Not applicable","Number","49.88707"
"Ethiopia","2000","Not applicable","Not applicable","Number","27.66321"
"Ethiopia","1997","Not applicable","Not applicable","Number","34.85587"
"Ethiopia","1996","Not applicable","Not applicable","Number","31.53812"
"Ethiopia","1995","Not applicable","Not applicable","Number","32.59096"
"Ethiopia","1994","Not applicable","Not applicable","Number","33.68467"
"Fiji","2012","Not applicable","Not applicable","Number","26.24225"
"Fiji","2008","Not applicable","Not applicable","Number","19.57351"
"Fiji","2004","Not applicable","Not applicable","Number","22.38187"
"Fiji","2003","Not applicable","Not applicable","Number","24.76453"
"Finland","2013","Not applicable","Not applicable","Number","9.02802"
"Finland","2012","Not applicable","Not applicable","Number","8.80603"
"Finland","2011","Not applicable","Not applicable","Number","9.19236"
"Finland","2010","Not applicable","Not applicable","Number","9.64639"
"Finland","2009","Not applicable","Not applicable","Number","9.94433"
"Finland","2008","Not applicable","Not applicable","Number","10.52316"
"Finland","2007","Not applicable","Not applicable","Number","9.75762"
"Finland","2005","Not applicable","Not applicable","Number","9.54067"
"Finland","2004","Not applicable","Not applicable","Number","9.53479"
"Finland","2003","Not applicable","Not applicable","Number","9.55161"
"Finland","2002","Not applicable","Not applicable","Number","10.36946"
"Finland","2001","Not applicable","Not applicable","Number","10.60712"
"Finland","2000","Not applicable","Not applicable","Number","10.3803"
"Finland","1999","Not applicable","Not applicable","Number","10.34167"
"Finland","1998","Not applicable","Not applicable","Number","10.76383"
"France","2013","Not applicable","Not applicable","Number","14.67706"
"France","2012","Not applicable","Not applicable","Number","14.78519"
"France","2011","Not applicable","Not applicable","Number","14.23194"
"France","2010","Not applicable","Not applicable","Number","14.15433"
"France","2009","Not applicable","Not applicable","Number","14.00427"
"France","2008","Not applicable","Not applicable","Number","13.65621"
"France","2007","Not applicable","Not applicable","Number","13.40292"
"France","2006","Not applicable","Not applicable","Number","13.25644"
"France","2005","Not applicable","Not applicable","Number","13.24732"
"France","2004","Not applicable","Not applicable","Number","13.27775"
"France","2003","Not applicable","Not applicable","Number","12.98529"
"France","2002","Not applicable","Not applicable","Number","13.06553"
"France","2001","Not applicable","Not applicable","Number","13.10531"
"France","2000","Not applicable","Not applicable","Number","13.75676"
"France","1999","Not applicable","Not applicable","Number","12.97973"
"Gambia","2014","Not applicable","Not applicable","Number","27.70799"
"Gambia","2013","Not applicable","Not applicable","Number","30.9129"
"Gambia","2012","Not applicable","Not applicable","Number","32.55726"
"Gambia","2011","Not applicable","Not applicable","Number","37.83382"
"Gambia","2009","Not applicable","Not applicable","Number","26.60483"
"Gambia","2008","Not applicable","Not applicable","Number","24.43188"
"Gambia","2007","Not applicable","Not applicable","Number","21.70775"
"Gambia","2006","Not applicable","Not applicable","Number","24.19409"
"Gambia","2005","Not applicable","Not applicable","Number","21.84844"
"Gambia","2004","Not applicable","Not applicable","Number","22.86816"
"Gambia","2003","Not applicable","Not applicable","Number","21.59308"
"Gambia","2002","Not applicable","Not applicable","Number","19.84569"
"Gambia","2001","Not applicable","Not applicable","Number","21.01976"
"Gambia","2000","Not applicable","Not applicable","Number","22.2584"
"Gambia","1999","Not applicable","Not applicable","Number","24.18968"
"Gambia","1998","Not applicable","Not applicable","Number","17.34478"
"Georgia","2014","Not applicable","Not applicable","Number","7.19235"
"Georgia","2013","Not applicable","Not applicable","Number","7.33762"
"Georgia","2009","Not applicable","Not applicable","Number","7.57056"
"Georgia","2008","Not applicable","Not applicable","Number","7.13811"
"Georgia","2000","Not applicable","Not applicable","Number","8.51821"
"Germany","2014","Not applicable","Not applicable","Number","11.26402"
"Germany","2013","Not applicable","Not applicable","Number","11.75844"
"Germany","2012","Not applicable","Not applicable","Number","11.82716"
"Germany","2011","Not applicable","Not applicable","Number","11.91519"
"Germany","2010","Not applicable","Not applicable","Number","11.98917"
"Germany","2009","Not applicable","Not applicable","Number","12.18134"
"Germany","2008","Not applicable","Not applicable","Number","12.18647"
"Germany","2007","Not applicable","Not applicable","Number","12.45657"
"Germany","2006","Not applicable","Not applicable","Number","12.76316"
"Germany","2005","Not applicable","Not applicable","Number","12.96378"
"Germany","2004","Not applicable","Not applicable","Number","13.13703"
"Germany","2003","Not applicable","Not applicable","Number","13.47423"
"Germany","2002","Not applicable","Not applicable","Number","13.66035"
"Germany","2001","Not applicable","Not applicable","Number","13.52357"
"Germany","2000","Not applicable","Not applicable","Number","13.65752"
"Germany","1999","Not applicable","Not applicable","Number","15.10373"
"Germany","1998","Not applicable","Not applicable","Number","15.12233"
"Germany","1997","Not applicable","Not applicable","Number","14.86628"
"Germany","1996","Not applicable","Not applicable","Number","14.87898"
"Germany","1995","Not applicable","Not applicable","Number","14.52909"
"Germany","1994","Not applicable","Not applicable","Number","14.59612"
"Germany","1993","Not applicable","Not applicable","Number","14.01173"
"Ghana","2015","Not applicable","Not applicable","Number","15.3958"
"Ghana","2014","Not applicable","Not applicable","Number","14.6047"
"Ghana","2013","Not applicable","Not applicable","Number","15.48667"
"Ghana","2012","Not applicable","Not applicable","Number","15.90015"
"Ghana","2011","Not applicable","Not applicable","Number","16.179"
"Ghana","2009","Not applicable","Not applicable","Number","17.36945"
"Ghana","2008","Not applicable","Not applicable","Number","16.63814"
"Ghana","2007","Not applicable","Not applicable","Number","16.91239"
"Ghana","2006","Not applicable","Not applicable","Number","19.19292"
"Ghana","2005","Not applicable","Not applicable","Number","18.05363"
"Ghana","2004","Not applicable","Not applicable","Number","17.87927"
"Ghana","2003","Not applicable","Not applicable","Number","17.56237"
"Ghana","2002","Not applicable","Not applicable","Number","18.24504"
"Ghana","2001","Not applicable","Not applicable","Number","18.202"
"Ghana","2000","Not applicable","Not applicable","Number","19.32176"
"Ghana","1999","Not applicable","Not applicable","Number","19.87342"
"Gibraltar","2009","Not applicable","Not applicable","Number","6.07857"
"Gibraltar","2008","Not applicable","Not applicable","Number","5.54839"
"Gibraltar","2001","Not applicable","Not applicable","Number","9.46591"
"Gibraltar","2000","Not applicable","Not applicable","Number","8.61628"
"Gibraltar","1999","Not applicable","Not applicable","Number","6.93878"
"Greece","2007","Not applicable","Not applicable","Number","8.09305"
"Greece","2006","Not applicable","Not applicable","Number","7.96273"
"Greece","2005","Not applicable","Not applicable","Number","7.71402"
"Greece","2004","Not applicable","Not applicable","Number","8.12566"
"Greece","2003","Not applicable","Not applicable","Number","8.61624"
"Greece","2002","Not applicable","Not applicable","Number","9.14314"
"Greece","2001","Not applicable","Not applicable","Number","9.59231"
"Greece","2000","Not applicable","Not applicable","Number","9.93348"
"Greece","1999","Not applicable","Not applicable","Number","10.31907"
"Greece","1998","Not applicable","Not applicable","Number","10.84407"
"Greece","1997","Not applicable","Not applicable","Number","11.47528"
"Greece","1996","Not applicable","Not applicable","Number","9.97091"
"Greece","1995","Not applicable","Not applicable","Number","13.62806"
"Greece","1994","Not applicable","Not applicable","Number","12.25859"
"Greece","1993","Not applicable","Not applicable","Number","12.69291"
"Grenada","2014","Not applicable","Not applicable","Number","12.5414"
"Grenada","2005","Not applicable","Not applicable","Number","12.90671"
"Grenada","2003","Not applicable","Not applicable","Number","19.386"
"Guatemala","2014","Not applicable","Not applicable","Number","14.25009"
"Guatemala","2013","Not applicable","Not applicable","Number","13.76308"
"Guatemala","2012","Not applicable","Not applicable","Number","14.87587"
"Guatemala","2011","Not applicable","Not applicable","Number","14.80806"
"Guatemala","2010","Not applicable","Not applicable","Number","15.39985"
"Guatemala","2009","Not applicable","Not applicable","Number","17.18211"
"Guatemala","2008","Not applicable","Not applicable","Number","17.77378"
"Guatemala","2007","Not applicable","Not applicable","Number","17.04599"
"Guatemala","2006","Not applicable","Not applicable","Number","17.25711"
"Guatemala","2005","Not applicable","Not applicable","Number","17.01867"
"Guatemala","2004","Not applicable","Not applicable","Number","16.70721"
"Guatemala","2002","Not applicable","Not applicable","Number","15.16337"
"Guatemala","2001","Not applicable","Not applicable","Number","14.94864"
"Guatemala","2000","Not applicable","Not applicable","Number","15.16704"
"Guatemala","1999","Not applicable","Not applicable","Number","14.6315"
"Guatemala","1998","Not applicable","Not applicable","Number","14.69241"
"Guatemala","1996","Not applicable","Not applicable","Number","16.84221"
"Guinea","2011","Not applicable","Not applicable","Number","37.0465"
"Guinea","2008","Not applicable","Not applicable","Number","36.64544"
"Guinea","2007","Not applicable","Not applicable","Number","43.76668"
"Guinea","2006","Not applicable","Not applicable","Number","40.3094"
"Guinea","2003","Not applicable","Not applicable","Number","32.82702"
"Guinea","2002","Not applicable","Not applicable","Number","33.05691"
"Guinea","2001","Not applicable","Not applicable","Number","35.17281"
"Guinea","2000","Not applicable","Not applicable","Number","33.56401"
"Guinea","1999","Not applicable","Not applicable","Number","30.98608"
"Guinea-Bissau","2000","Not applicable","Not applicable","Number","17.13103"
"Guyana","2012","Not applicable","Not applicable","Number","19.57958"
"Guyana","2011","Not applicable","Not applicable","Number","21.25508"
"Guyana","2010","Not applicable","Not applicable","Number","21.52957"
"Guyana","2009","Not applicable","Not applicable","Number","20.93854"
"Guyana","2008","Not applicable","Not applicable","Number","20.18497"
"Guyana","2005","Not applicable","Not applicable","Number","18.11031"
"Guyana","2003","Not applicable","Not applicable","Number","16.47879"
"Holy See","2015","Not applicable","Not applicable","Number","0"
"Holy See","2014","Not applicable","Not applicable","Number","0"
"Holy See","2013","Not applicable","Not applicable","Number","0"
"Holy See","2012","Not applicable","Not applicable","Number","0"
"Holy See","2011","Not applicable","Not applicable","Number","0"
"Holy See","2010","Not applicable","Not applicable","Number","0"
"Holy See","2009","Not applicable","Not applicable","Number","0"
"Holy See","2008","Not applicable","Not applicable","Number","0"
"Holy See","2007","Not applicable","Not applicable","Number","0"
"Holy See","2006","Not applicable","Not applicable","Number","0"
"Holy See","2005","Not applicable","Not applicable","Number","0"
"Holy See","2004","Not applicable","Not applicable","Number","0"
"Holy See","2003","Not applicable","Not applicable","Number","0"
"Holy See","2002","Not applicable","Not applicable","Number","0"
"Holy See","2001","Not applicable","Not applicable","Number","0"
"Holy See","2000","Not applicable","Not applicable","Number","0"
"Holy See","1999","Not applicable","Not applicable","Number","0"
"Holy See","1998","Not applicable","Not applicable","Number","0"
"Holy See","1997","Not applicable","Not applicable","Number","0"
"Holy See","1996","Not applicable","Not applicable","Number","0"
"Holy See","1995","Not applicable","Not applicable","Number","0"
"Holy See","1994","Not applicable","Not applicable","Number","0"
"Holy See","1993","Not applicable","Not applicable","Number","0"
"Holy See","1992","Not applicable","Not applicable","Number","0"
"Holy See","1991","Not applicable","Not applicable","Number","0"
"Holy See","1990","Not applicable","Not applicable","Number","0"
"Holy See","1989","Not applicable","Not applicable","Number","0"
"Holy See","1988","Not applicable","Not applicable","Number","0"
"Holy See","1987","Not applicable","Not applicable","Number","0"
"Holy See","1986","Not applicable","Not applicable","Number","0"
"Holy See","1985","Not applicable","Not applicable","Number","0"
"Holy See","1984","Not applicable","Not applicable","Number","0"
"Holy See","1983","Not applicable","Not applicable","Number","0"
"Holy See","1982","Not applicable","Not applicable","Number","0"
"Holy See","1981","Not applicable","Not applicable","Number","0"
"Holy See","1980","Not applicable","Not applicable","Number","0"
"Holy See","1979","Not applicable","Not applicable","Number","0"
"Holy See","1978","Not applicable","Not applicable","Number","0"
"Holy See","1977","Not applicable","Not applicable","Number","0"
"Holy See","1976","Not applicable","Not applicable","Number","0"
"Holy See","1975","Not applicable","Not applicable","Number","0"
"Honduras","2014","Not applicable","Not applicable","Number","9.52825"
"Honduras","2004","Not applicable","Not applicable","Number","27.58419"
"Hong Kong Special Administrative Region of China","2005","Not applicable","Not applicable","Number","17.756"
"Hong Kong Special Administrative Region of China","2004","Not applicable","Not applicable","Number","17.63718"
"Hong Kong Special Administrative Region of China","2003","Not applicable","Not applicable","Number","17.90467"
"Hong Kong Special Administrative Region of China","2002","Not applicable","Not applicable","Number","17.94744"
"Hong Kong Special Administrative Region of China","2001","Not applicable","Not applicable","Number","18.26814"
"Hungary","2014","Not applicable","Not applicable","Number","10.22135"
"Hungary","2013","Not applicable","Not applicable","Number","9.68106"
"Hungary","2012","Not applicable","Not applicable","Number","9.92891"
"Hungary","2011","Not applicable","Not applicable","Number","9.91273"
"Hungary","2010","Not applicable","Not applicable","Number","10.18103"
"Hungary","2009","Not applicable","Not applicable","Number","10.24782"
"Hungary","2008","Not applicable","Not applicable","Number","10.2423"
"Hungary","2007","Not applicable","Not applicable","Number","9.73123"
"Hungary","2006","Not applicable","Not applicable","Number","9.67642"
"Hungary","2005","Not applicable","Not applicable","Number","9.8656"
"Hungary","2004","Not applicable","Not applicable","Number","9.68084"
"Hungary","2003","Not applicable","Not applicable","Number","9.67183"
"Hungary","2002","Not applicable","Not applicable","Number","9.96177"
"Hungary","2001","Not applicable","Not applicable","Number","10.54677"
"Hungary","2000","Not applicable","Not applicable","Number","10.7072"
"Hungary","1999","Not applicable","Not applicable","Number","10.69419"
"Hungary","1998","Not applicable","Not applicable","Number","10.86621"
"Hungary","1997","Not applicable","Not applicable","Number","9.69197"
"Hungary","1994","Not applicable","Not applicable","Number","10.37073"
"India","2013","Not applicable","Not applicable","Number","29.76622"
"India","2011","Not applicable","Not applicable","Number","32.88032"
"India","2010","Not applicable","Not applicable","Number","31.06842"
"India","2009","Not applicable","Not applicable","Number","29.74719"
"India","2004","Not applicable","Not applicable","Number","37.2"
"India","2002","Not applicable","Not applicable","Number","35.74999"
"India","2001","Not applicable","Not applicable","Number","35.49999"
"India","2000","Not applicable","Not applicable","Number","35.64983"
"India","1997","Not applicable","Not applicable","Number","37.77864"
"India","1996","Not applicable","Not applicable","Number","38.96016"
"India","1994","Not applicable","Not applicable","Number","36.94502"
"Indonesia","2014","Not applicable","Not applicable","Number","14.7087"
"Indonesia","2013","Not applicable","Not applicable","Number","14.39243"
"Indonesia","2012","Not applicable","Not applicable","Number","16.05338"
"Indonesia","2011","Not applicable","Not applicable","Number","14.25725"
"Indonesia","2010","Not applicable","Not applicable","Number","12.8904"
"Indonesia","2009","Not applicable","Not applicable","Number","13.04604"
"Indonesia","2008","Not applicable","Not applicable","Number","12.49976"
"Indonesia","2007","Not applicable","Not applicable","Number","13.66232"
"Indonesia","2006","Not applicable","Not applicable","Number","12.89028"
"Indonesia","2005","Not applicable","Not applicable","Number","12.89028"
"Indonesia","2004","Not applicable","Not applicable","Number","14.88184"
"Indonesia","2003","Not applicable","Not applicable","Number","14.98205"
"Indonesia","2002","Not applicable","Not applicable","Number","13.8669"
"Indonesia","2001","Not applicable","Not applicable","Number","15.07243"
"Indonesia","2000","Not applicable","Not applicable","Number","15.54728"
"Indonesia","1999","Not applicable","Not applicable","Number","16.3055"
"Indonesia","1998","Not applicable","Not applicable","Number","16.54433"
"Indonesia","1995","Not applicable","Not applicable","Number","15.73454"
"Iran, Islamic Republic of","2014","Not applicable","Not applicable","Number","16.05594"
"Iran, Islamic Republic of","2013","Not applicable","Not applicable","Number","16.32059"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Number","21.69293"
"Iran, Islamic Republic of","2007","Not applicable","Not applicable","Number","20.11389"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Number","19.02082"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Number","18.71384"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Number","19.40511"
"Iran, Islamic Republic of","1997","Not applicable","Not applicable","Number","31.91112"
"Iraq","2004","Not applicable","Not applicable","Number","18.83668"
"Iraq","2003","Not applicable","Not applicable","Number","17.61945"
"Iraq","2000","Not applicable","Not applicable","Number","22.04336"
"Iraq","1999","Not applicable","Not applicable","Number","22.04315"
"Israel","2009","Not applicable","Not applicable","Number","11.33172"
"Israel","2008","Not applicable","Not applicable","Number","11.23576"
"Israel","2007","Not applicable","Not applicable","Number","11.2121"
"Israel","2006","Not applicable","Not applicable","Number","11.30126"
"Israel","2005","Not applicable","Not applicable","Number","10.83325"
"Israel","2004","Not applicable","Not applicable","Number","11.0984"
"Israel","2003","Not applicable","Not applicable","Number","10.93201"
"Israel","2002","Not applicable","Not applicable","Number","11.00265"
"Israel","2001","Not applicable","Not applicable","Number","11.16139"
"Israel","2000","Not applicable","Not applicable","Number","11.88427"
"Israel","1999","Not applicable","Not applicable","Number","11.74026"
"Italy","2013","Not applicable","Not applicable","Number","10.83621"
"Italy","2007","Not applicable","Not applicable","Number","9.0701"
"Italy","2006","Not applicable","Not applicable","Number","9.93127"
"Italy","2005","Not applicable","Not applicable","Number","9.7969"
"Italy","2004","Not applicable","Not applicable","Number","10.07261"
"Italy","2003","Not applicable","Not applicable","Number","10.27456"
"Italy","2002","Not applicable","Not applicable","Number","9.9422"
"Italy","2001","Not applicable","Not applicable","Number","9.92595"
"Italy","2000","Not applicable","Not applicable","Number","10.38605"
"Italy","1999","Not applicable","Not applicable","Number","10.27775"
"Italy","1998","Not applicable","Not applicable","Number","9.82986"
"Italy","1996","Not applicable","Not applicable","Number","10.82212"
"Italy","1995","Not applicable","Not applicable","Number","9.90448"
"Italy","1994","Not applicable","Not applicable","Number","7.9994"
"Jamaica","2002","Not applicable","Not applicable","Number","19.36813"
"Japan","2013","Not applicable","Not applicable","Number","12.96262"
"Japan","2012","Not applicable","Not applicable","Number","13.16134"
"Japan","2011","Not applicable","Not applicable","Number","13.29373"
"Japan","2010","Not applicable","Not applicable","Number","13.50833"
"Japan","2009","Not applicable","Not applicable","Number","13.65299"
"Japan","2008","Not applicable","Not applicable","Number","13.85099"
"Japan","2007","Not applicable","Not applicable","Number","13.95508"
"Japan","2006","Not applicable","Not applicable","Number","14.10059"
"Japan","2005","Not applicable","Not applicable","Number","14.28073"
"Japan","2004","Not applicable","Not applicable","Number","14.55933"
"Japan","2003","Not applicable","Not applicable","Number","14.97854"
"Japan","2002","Not applicable","Not applicable","Number","15.49002"
"Japan","2001","Not applicable","Not applicable","Number","15.84489"
"Japan","2000","Not applicable","Not applicable","Number","16.15095"
"Japan","1999","Not applicable","Not applicable","Number","16.43246"
"Japan","1998","Not applicable","Not applicable","Number","16.60122"
"Japan","1995","Not applicable","Not applicable","Number","14.89717"
"Japan","1994","Not applicable","Not applicable","Number","15.67171"
"Jordan","2003","Not applicable","Not applicable","Number","19.93281"
"Jordan","2002","Not applicable","Not applicable","Number","19.95526"
"Kenya","2012","Not applicable","Not applicable","Number","56.57381"
"Kenya","2009","Not applicable","Not applicable","Number","43.33448"
"Kenya","2008","Not applicable","Not applicable","Number","43.5165"
"Kenya","2007","Not applicable","Not applicable","Number","41.95248"
"Kenya","2006","Not applicable","Not applicable","Number","41.54042"
"Kenya","2005","Not applicable","Not applicable","Number","41.97578"
"Kenya","2004","Not applicable","Not applicable","Number","39.53545"
"Kenya","2003","Not applicable","Not applicable","Number","50.57312"
"Kiribati","2014","Not applicable","Not applicable","Number","18.01061"
"Kiribati","2008","Not applicable","Not applicable","Number","16.5"
"Kiribati","2007","Not applicable","Not applicable","Number","17.74"
"Kiribati","2006","Not applicable","Not applicable","Number","19.08556"
"Kiribati","2005","Not applicable","Not applicable","Number","17.7298"
"Kiribati","2004","Not applicable","Not applicable","Number","23.11859"
"Kiribati","2003","Not applicable","Not applicable","Number","24.38199"
"Kiribati","2002","Not applicable","Not applicable","Number","19.06115"
"Kuwait","2012","Not applicable","Not applicable","Number","8.07498"
"Kuwait","2009","Not applicable","Not applicable","Number","9.294"
"Kuwait","2008","Not applicable","Not applicable","Number","10.18954"
"Kuwait","2007","Not applicable","Not applicable","Number","10.73619"
"Kuwait","2004","Not applicable","Not applicable","Number","11.36221"
"Kuwait","2003","Not applicable","Not applicable","Number","11.49124"
"Kuwait","2002","Not applicable","Not applicable","Number","11.69721"
"Kuwait","2001","Not applicable","Not applicable","Number","11.86468"
"Kuwait","2000","Not applicable","Not applicable","Number","12.27996"
"Kuwait","1999","Not applicable","Not applicable","Number","12.01811"
"Kuwait","1998","Not applicable","Not applicable","Number","12.31271"
"Kuwait","1996","Not applicable","Not applicable","Number","12.90397"
"Lao People's Democratic Republic","2014","Not applicable","Not applicable","Number","18.05856"
"Lao People's Democratic Republic","2013","Not applicable","Not applicable","Number","17.37462"
"Lao People's Democratic Republic","2012","Not applicable","Not applicable","Number","18.12275"
"Lao People's Democratic Republic","2011","Not applicable","Not applicable","Number","19.40707"
"Lao People's Democratic Republic","2010","Not applicable","Not applicable","Number","19.90979"
"Lao People's Democratic Republic","2009","Not applicable","Not applicable","Number","21.83711"
"Lao People's Democratic Republic","2008","Not applicable","Not applicable","Number","21.79133"
"Lao People's Democratic Republic","2006","Not applicable","Not applicable","Number","23.40961"
"Lao People's Democratic Republic","2005","Not applicable","Not applicable","Number","23.03941"
"Lao People's Democratic Republic","2004","Not applicable","Not applicable","Number","26.75999"
"Lao People's Democratic Republic","2003","Not applicable","Not applicable","Number","24.77323"
"Lao People's Democratic Republic","2002","Not applicable","Not applicable","Number","23.98631"
"Lao People's Democratic Republic","2001","Not applicable","Not applicable","Number","23.05601"
"Lao People's Democratic Republic","2000","Not applicable","Not applicable","Number","21.60781"
"Lao People's Democratic Republic","1999","Not applicable","Not applicable","Number","19.80951"
"Lao People's Democratic Republic","1998","Not applicable","Not applicable","Number","19.03853"
"Latvia","2014","Not applicable","Not applicable","Number","7.21192"
"Latvia","2013","Not applicable","Not applicable","Number","7.37622"
"Latvia","2012","Not applicable","Not applicable","Number","7.26532"
"Latvia","2011","Not applicable","Not applicable","Number","7.73197"
"Latvia","2010","Not applicable","Not applicable","Number","8.35331"
"Latvia","2009","Not applicable","Not applicable","Number","7.80841"
"Latvia","2008","Not applicable","Not applicable","Number","8.75846"
"Latvia","2006","Not applicable","Not applicable","Number","9.96154"
"Latvia","2005","Not applicable","Not applicable","Number","10.58531"
"Latvia","2004","Not applicable","Not applicable","Number","11.17149"
"Latvia","2003","Not applicable","Not applicable","Number","11.329"
"Latvia","2002","Not applicable","Not applicable","Number","11.61168"
"Latvia","2001","Not applicable","Not applicable","Number","11.39977"
"Latvia","2000","Not applicable","Not applicable","Number","10.73662"
"Latvia","1999","Not applicable","Not applicable","Number","10.29757"
"Latvia","1998","Not applicable","Not applicable","Number","9.99458"
"Latvia","1997","Not applicable","Not applicable","Number","8.35536"
"Latvia","1996","Not applicable","Not applicable","Number","8.69672"
"Latvia","1995","Not applicable","Not applicable","Number","8.8897"
"Latvia","1994","Not applicable","Not applicable","Number","8.4233"
"Latvia","1993","Not applicable","Not applicable","Number","9.01975"
"Latvia","1992","Not applicable","Not applicable","Number","9.46483"
"Latvia","1991","Not applicable","Not applicable","Number","9.56761"
"Latvia","1990","Not applicable","Not applicable","Number","10.01143"
"Latvia","1989","Not applicable","Not applicable","Number","10.30032"
"Latvia","1988","Not applicable","Not applicable","Number","10.93753"
"Latvia","1987","Not applicable","Not applicable","Number","11.48427"
"Latvia","1986","Not applicable","Not applicable","Number","12.13034"
"Latvia","1985","Not applicable","Not applicable","Number","12.54236"
"Latvia","1984","Not applicable","Not applicable","Number","12.81209"
"Latvia","1983","Not applicable","Not applicable","Number","12.87822"
"Latvia","1982","Not applicable","Not applicable","Number","12.75281"
"Latvia","1981","Not applicable","Not applicable","Number","12.66667"
"Lebanon","2013","Not applicable","Not applicable","Number","7.75931"
"Lebanon","2011","Not applicable","Not applicable","Number","11.14602"
"Lebanon","2010","Not applicable","Not applicable","Number","10.87553"
"Lebanon","2009","Not applicable","Not applicable","Number","10.85675"
"Lebanon","2008","Not applicable","Not applicable","Number","10.72347"
"Lebanon","2007","Not applicable","Not applicable","Number","10.7733"
"Lebanon","2006","Not applicable","Not applicable","Number","10.86455"
"Lebanon","2005","Not applicable","Not applicable","Number","11.11909"
"Lebanon","2003","Not applicable","Not applicable","Number","10.01511"
"Lebanon","2002","Not applicable","Not applicable","Number","9.59742"
"Lebanon","2001","Not applicable","Not applicable","Number","9.42618"
"Lebanon","1999","Not applicable","Not applicable","Number","9.47476"
"Liberia","2014","Not applicable","Not applicable","Number","13.75804"
"Liberia","2011","Not applicable","Not applicable","Number","13.91562"
"Liberia","2009","Not applicable","Not applicable","Number","13.70504"
"Liberia","2008","Not applicable","Not applicable","Number","12.47472"
"Liberia","2006","Not applicable","Not applicable","Number","15.63163"
"Liberia","2000","Not applicable","Not applicable","Number","19.02589"
"Liberia","1999","Not applicable","Not applicable","Number","16.88628"
"Liechtenstein","2012","Not applicable","Not applicable","Number","5.35802"
"Liechtenstein","2011","Not applicable","Not applicable","Number","6.8549"
"Liechtenstein","2010","Not applicable","Not applicable","Number","5.58675"
"Liechtenstein","2009","Not applicable","Not applicable","Number","6.21754"
"Liechtenstein","2008","Not applicable","Not applicable","Number","6.41091"
"Liechtenstein","2007","Not applicable","Not applicable","Number","5.32813"
"Liechtenstein","2006","Not applicable","Not applicable","Number","5.4"
"Liechtenstein","2005","Not applicable","Not applicable","Number","5.89781"
"Liechtenstein","2004","Not applicable","Not applicable","Number","6.02431"
