"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Afghanistan","2007","Not applicable","Not applicable","Number","30.74908"
"Albania","2014","Not applicable","Not applicable","Number","17.65478"
"Albania","2013","Not applicable","Not applicable","Number","17.93554"
"Albania","2012","Not applicable","Not applicable","Number","17.96082"
"Albania","2011","Not applicable","Not applicable","Number","18.35603"
"Albania","2010","Not applicable","Not applicable","Number","17.04933"
"Albania","2009","Not applicable","Not applicable","Number","16.50547"
"Albania","2008","Not applicable","Not applicable","Number","21.18239"
"Albania","2007","Not applicable","Not applicable","Number","20.56849"
"Albania","2006","Not applicable","Not applicable","Number","20.57922"
"Albania","2005","Not applicable","Not applicable","Number","21.12879"
"Albania","2004","Not applicable","Not applicable","Number","20.72588"
"Albania","2003","Not applicable","Not applicable","Number","20.78361"
"Albania","2002","Not applicable","Not applicable","Number","19.7351"
"Albania","2001","Not applicable","Not applicable","Number","18.22594"
"Albania","2000","Not applicable","Not applicable","Number","18.26418"
"Albania","1999","Not applicable","Not applicable","Number","17.32423"
"Albania","1998","Not applicable","Not applicable","Number","16.58858"
"Algeria","1997","Not applicable","Not applicable","Number","16.15822"
"Algeria","1996","Not applicable","Not applicable","Number","16.34367"
"Algeria","1995","Not applicable","Not applicable","Number","16.31416"
"Algeria","1994","Not applicable","Not applicable","Number","15.98197"
"Andorra","2005","Not applicable","Not applicable","Number","13.98529"
"Angola","2011","Not applicable","Not applicable","Number","20.50581"
"Angola","1998","Not applicable","Not applicable","Number","11.92857"
"Antigua and Barbuda","2012","Not applicable","Not applicable","Number","13.17411"
"Antigua and Barbuda","2010","Not applicable","Not applicable","Number","7.80615"
"Antigua and Barbuda","2009","Not applicable","Not applicable","Number","8.73154"
"Antigua and Barbuda","2000","Not applicable","Not applicable","Number","16.42975"
"Argentina","2008","Not applicable","Not applicable","Number","8.5772"
"Argentina","2007","Not applicable","Not applicable","Number","9.70888"
"Argentina","2006","Not applicable","Not applicable","Number","9.94594"
"Argentina","2005","Not applicable","Not applicable","Number","10.57306"
"Argentina","2004","Not applicable","Not applicable","Number","11.10538"
"Argentina","2003","Not applicable","Not applicable","Number","12.91274"
"Argentina","2002","Not applicable","Not applicable","Number","14.89678"
"Argentina","2001","Not applicable","Not applicable","Number","15.16121"
"Argentina","2000","Not applicable","Not applicable","Number","11.91285"
"Argentina","1998","Not applicable","Not applicable","Number","12.22417"
"Austria","2014","Not applicable","Not applicable","Number","11.79775"
"Austria","2013","Not applicable","Not applicable","Number","11.63756"
"Austria","2012","Not applicable","Not applicable","Number","11.26352"
"Austria","2011","Not applicable","Not applicable","Number","11.45888"
"Austria","2010","Not applicable","Not applicable","Number","11.91916"
"Austria","2009","Not applicable","Not applicable","Number","12.22347"
"Austria","2008","Not applicable","Not applicable","Number","12.55218"
"Austria","2007","Not applicable","Not applicable","Number","13.29308"
"Austria","2006","Not applicable","Not applicable","Number","13.50466"
"Austria","2005","Not applicable","Not applicable","Number","13.29767"
"Austria","2004","Not applicable","Not applicable","Number","12.78895"
"Austria","2003","Not applicable","Not applicable","Number","12.52981"
"Austria","2002","Not applicable","Not applicable","Number","12.59368"
"Austria","1999","Not applicable","Not applicable","Number","12.30354"
"Austria","1998","Not applicable","Not applicable","Number","12.27231"
"Austria","1997","Not applicable","Not applicable","Number","11.35171"
"Austria","1996","Not applicable","Not applicable","Number","11.18754"
"Austria","1995","Not applicable","Not applicable","Number","10.75598"
"Bahamas","2010","Not applicable","Not applicable","Number","12.24927"
"Bahamas","2009","Not applicable","Not applicable","Number","10.02064"
"Bahamas","2008","Not applicable","Not applicable","Number","12.66297"
"Bahamas","2007","Not applicable","Not applicable","Number","12.01147"
"Bahamas","2006","Not applicable","Not applicable","Number","12.43973"
"Bahamas","2005","Not applicable","Not applicable","Number","10.91835"
"Bahamas","2004","Not applicable","Not applicable","Number","12.22833"
"Bahamas","2002","Not applicable","Not applicable","Number","14.52068"
"Bahamas","1999","Not applicable","Not applicable","Number","15.59096"
"Bahrain","2014","Not applicable","Not applicable","Number","8.99816"
"Bahrain","2013","Not applicable","Not applicable","Number","9.06705"
"Bahrain","2012","Not applicable","Not applicable","Number","8.23439"
"Bahrain","2011","Not applicable","Not applicable","Number","9.07416"
"Bangladesh","2013","Not applicable","Not applicable","Number","33.24147"
"Bangladesh","2012","Not applicable","Not applicable","Number","30.15118"
"Bangladesh","2011","Not applicable","Not applicable","Number","28.09058"
"Bangladesh","2010","Not applicable","Not applicable","Number","25.77661"
"Bangladesh","2009","Not applicable","Not applicable","Number","26.12235"
"Bangladesh","2008","Not applicable","Not applicable","Number","24.2615"
"Bangladesh","2007","Not applicable","Not applicable","Number","21.42344"
"Bangladesh","2006","Not applicable","Not applicable","Number","21.3636"
"Bangladesh","2005","Not applicable","Not applicable","Number","19.18166"
"Bangladesh","2004","Not applicable","Not applicable","Number","21.19574"
"Bangladesh","2003","Not applicable","Not applicable","Number","25.81195"
"Bangladesh","2002","Not applicable","Not applicable","Number","27.3953"
"Bangladesh","2001","Not applicable","Not applicable","Number","29.99204"
"Bangladesh","2000","Not applicable","Not applicable","Number","31.65343"
"Bangladesh","1999","Not applicable","Not applicable","Number","31.50241"
"Bangladesh","1998","Not applicable","Not applicable","Number","30.00112"
"Belarus","2014","Not applicable","Not applicable","Number","8.25051"
"Belarus","2013","Not applicable","Not applicable","Number","7.80401"
"Belgium","2014","Not applicable","Not applicable","Number","9.58262"
"Belgium","2013","Not applicable","Not applicable","Number","9.57712"
"Belize","2014","Not applicable","Not applicable","Number","15.26244"
"Belize","2013","Not applicable","Not applicable","Number","14.78078"
"Belize","2012","Not applicable","Not applicable","Number","13.91624"
"Belize","2011","Not applicable","Not applicable","Number","13.97191"
"Belize","2010","Not applicable","Not applicable","Number","14.16243"
"Belize","2009","Not applicable","Not applicable","Number","13.85049"
"Belize","2008","Not applicable","Not applicable","Number","14.07045"
"Belize","2007","Not applicable","Not applicable","Number","14.08511"
"Belize","2006","Not applicable","Not applicable","Number","15.01818"
"Belize","2005","Not applicable","Not applicable","Number","16.29268"
"Belize","2004","Not applicable","Not applicable","Number","19.01282"
"Belize","2003","Not applicable","Not applicable","Number","22.96309"
"Belize","2001","Not applicable","Not applicable","Number","23.10667"
"Belize","2000","Not applicable","Not applicable","Number","23.32075"
"Belize","1999","Not applicable","Not applicable","Number","23.00966"
"Benin","2014","Not applicable","Not applicable","Number","7.69833"
"Benin","2013","Not applicable","Not applicable","Number","7.62888"
"Benin","2004","Not applicable","Not applicable","Number","16.47812"
"Benin","2003","Not applicable","Not applicable","Number","14.81624"
"Benin","2001","Not applicable","Not applicable","Number","10.41843"
"Benin","2000","Not applicable","Not applicable","Number","15.17232"
"Benin","1999","Not applicable","Not applicable","Number","15.169"
"Bermuda","2014","Not applicable","Not applicable","Number","5.38916"
"Bermuda","2013","Not applicable","Not applicable","Number","5.71316"
"Bermuda","2012","Not applicable","Not applicable","Number","6.63253"
"Bermuda","2011","Not applicable","Not applicable","Number","6.44225"
"Bermuda","2010","Not applicable","Not applicable","Number","5.49173"
"Bermuda","2006","Not applicable","Not applicable","Number","6.25"
"Bermuda","2005","Not applicable","Not applicable","Number","6.96379"
"Bermuda","2004","Not applicable","Not applicable","Number","6.8338"
"Bermuda","2003","Not applicable","Not applicable","Number","6.74783"
"Bermuda","2002","Not applicable","Not applicable","Number","7.34211"
"Bermuda","2001","Not applicable","Not applicable","Number","6.62941"
"Bhutan","2014","Not applicable","Not applicable","Number","10.55754"
"Bhutan","2013","Not applicable","Not applicable","Number","9.50526"
"Bhutan","2012","Not applicable","Not applicable","Number","14.23343"
"Bhutan","2011","Not applicable","Not applicable","Number","16.57551"
"Bhutan","2010","Not applicable","Not applicable","Number","14.59868"
"Bhutan","2009","Not applicable","Not applicable","Number","12.03755"
"Bhutan","2008","Not applicable","Not applicable","Number","12.03436"
"Bhutan","2006","Not applicable","Not applicable","Number","10.42339"
"Bhutan","2005","Not applicable","Not applicable","Number","19.51643"
"Bhutan","1999","Not applicable","Not applicable","Number","20.65672"
"Bolivia","2007","Not applicable","Not applicable","Number","19.4118"
"Bolivia","2006","Not applicable","Not applicable","Number","28.63989"
"Bolivia","2004","Not applicable","Not applicable","Number","23.66971"
"Bolivia","2003","Not applicable","Not applicable","Number","23.66973"
"Bolivia","2002","Not applicable","Not applicable","Number","24.86466"
"Bolivia","2001","Not applicable","Not applicable","Number","25.79223"
"Bolivia","2000","Not applicable","Not applicable","Number","20.87739"
"Bolivia","1999","Not applicable","Not applicable","Number","19.6585"
"Bosnia and Herzegovina","2014","Not applicable","Not applicable","Number","11.99279"
"Bosnia and Herzegovina","2013","Not applicable","Not applicable","Number","12.77789"
"Bosnia and Herzegovina","2012","Not applicable","Not applicable","Number","12.78353"
"Bosnia and Herzegovina","2011","Not applicable","Not applicable","Number","12.48498"
"Bosnia and Herzegovina","2010","Not applicable","Not applicable","Number","12.6035"
"Bosnia and Herzegovina","2009","Not applicable","Not applicable","Number","12.65596"
"Bosnia and Herzegovina","2008","Not applicable","Not applicable","Number","13.45496"
"Bosnia and Herzegovina","2007","Not applicable","Not applicable","Number","14.29825"
"Bosnia and Herzegovina","2006","Not applicable","Not applicable","Number","14.54589"
"Bosnia and Herzegovina","2005","Not applicable","Not applicable","Number","14.73024"
"Brazil","2013","Not applicable","Not applicable","Number","15.73995"
"Brazil","2012","Not applicable","Not applicable","Number","14.68737"
"Brazil","2011","Not applicable","Not applicable","Number","14.79031"
"Brazil","2010","Not applicable","Not applicable","Number","15.00049"
"Brazil","2009","Not applicable","Not applicable","Number","15.48291"
"Brazil","2008","Not applicable","Not applicable","Number","15.58283"
"Brazil","2007","Not applicable","Not applicable","Number","17.12162"
"Brazil","2005","Not applicable","Not applicable","Number","15.1617"
"Brazil","2004","Not applicable","Not applicable","Number","15.83098"
"Brazil","2003","Not applicable","Not applicable","Number","16.50349"
"Brazil","2002","Not applicable","Not applicable","Number","18.42509"
"British Virgin Islands","2011","Not applicable","Not applicable","Number","6.74468"
"British Virgin Islands","2010","Not applicable","Not applicable","Number","7.04301"
"British Virgin Islands","2009","Not applicable","Not applicable","Number","7.44186"
"British Virgin Islands","2007","Not applicable","Not applicable","Number","6.45833"
"British Virgin Islands","2006","Not applicable","Not applicable","Number","8.09756"
"British Virgin Islands","2005","Not applicable","Not applicable","Number","7.79268"
"British Virgin Islands","2004","Not applicable","Not applicable","Number","6.55714"
"British Virgin Islands","2003","Not applicable","Not applicable","Number","7.11765"
"British Virgin Islands","2002","Not applicable","Not applicable","Number","7.98387"
"British Virgin Islands","2001","Not applicable","Not applicable","Number","10.38776"
"British Virgin Islands","1999","Not applicable","Not applicable","Number","10.23404"
"Brunei Darussalam","2014","Not applicable","Not applicable","Number","8.70334"
"Brunei Darussalam","2005","Not applicable","Not applicable","Number","9.69107"
"Brunei Darussalam","2004","Not applicable","Not applicable","Number","9.66316"
"Brunei Darussalam","2003","Not applicable","Not applicable","Number","9.82366"
"Brunei Darussalam","2002","Not applicable","Not applicable","Number","10.14622"
"Brunei Darussalam","2001","Not applicable","Not applicable","Number","9.90224"
"Brunei Darussalam","2000","Not applicable","Not applicable","Number","9.69221"
"Brunei Darussalam","1999","Not applicable","Not applicable","Number","9.90644"
"Brunei Darussalam","1998","Not applicable","Not applicable","Number","9.39264"
"Bulgaria","2014","Not applicable","Not applicable","Number","13.06862"
"Bulgaria","2013","Not applicable","Not applicable","Number","12.61906"
"Bulgaria","2012","Not applicable","Not applicable","Number","12.0985"
"Bulgaria","2011","Not applicable","Not applicable","Number","12.30381"
"Bulgaria","2010","Not applicable","Not applicable","Number","11.85267"
"Bulgaria","2009","Not applicable","Not applicable","Number","11.79382"
"Bulgaria","2008","Not applicable","Not applicable","Number","11.2841"
"Bulgaria","2007","Not applicable","Not applicable","Number","11.33414"
"Bulgaria","2006","Not applicable","Not applicable","Number","11.49513"
"Bulgaria","2005","Not applicable","Not applicable","Number","11.64306"
"Bulgaria","2004","Not applicable","Not applicable","Number","11.80637"
"Bulgaria","2003","Not applicable","Not applicable","Number","11.60772"
"Bulgaria","2002","Not applicable","Not applicable","Number","11.44425"
"Bulgaria","2001","Not applicable","Not applicable","Number","11.37446"
"Bulgaria","2000","Not applicable","Not applicable","Number","11.61623"
"Bulgaria","1999","Not applicable","Not applicable","Number","11.64645"
"Bulgaria","1998","Not applicable","Not applicable","Number","11.17391"
"Bulgaria","1997","Not applicable","Not applicable","Number","11.03673"
"Bulgaria","1996","Not applicable","Not applicable","Number","11.57786"
"Burkina Faso","2009","Not applicable","Not applicable","Number","16.0522"
"Burkina Faso","1999","Not applicable","Not applicable","Number","23.39653"
"Burundi","2014","Not applicable","Not applicable","Number","26.20684"
"Burundi","2009","Not applicable","Not applicable","Number","38.41478"
"Cambodia","2007","Not applicable","Not applicable","Number","25.33049"
"Cambodia","2006","Not applicable","Not applicable","Number","26.2551"
"Cambodia","2003","Not applicable","Not applicable","Number","22.77859"
"Cambodia","2002","Not applicable","Not applicable","Number","22.35581"
"Cambodia","2001","Not applicable","Not applicable","Number","23.86824"
"Cambodia","2000","Not applicable","Not applicable","Number","23.67337"
"Cambodia","1999","Not applicable","Not applicable","Number","21.48644"
"Cambodia","1998","Not applicable","Not applicable","Number","18.98517"
"Cameroon","2013","Not applicable","Not applicable","Number","19.26365"
"Canada","2011","Not applicable","Not applicable","Number","12.19469"
"Canada","2010","Not applicable","Not applicable","Number","12.31476"
"Canada","2009","Not applicable","Not applicable","Number","12.55378"
"Canada","2008","Not applicable","Not applicable","Number","12.6773"
"Canada","1996","Not applicable","Not applicable","Number","18.57341"
"Canada","1995","Not applicable","Not applicable","Number","18.29626"
"Canada","1994","Not applicable","Not applicable","Number","18.04931"
"Canada","1993","Not applicable","Not applicable","Number","17.67472"
"Cape Verde","2014","Not applicable","Not applicable","Number","15.28372"
"Cape Verde","2013","Not applicable","Not applicable","Number","15.951"
"Cape Verde","2012","Not applicable","Not applicable","Number","15.86743"
"Cape Verde","2011","Not applicable","Not applicable","Number","16.08926"
"Cape Verde","2010","Not applicable","Not applicable","Number","16.09738"
"Cape Verde","2009","Not applicable","Not applicable","Number","17.1603"
"Cape Verde","2008","Not applicable","Not applicable","Number","16.92761"
"Cape Verde","2007","Not applicable","Not applicable","Number","17.5272"
"Cape Verde","2005","Not applicable","Not applicable","Number","21.65063"
"Cape Verde","2004","Not applicable","Not applicable","Number","14.9444"
"Cape Verde","2003","Not applicable","Not applicable","Number","15.67521"
"Cape Verde","2002","Not applicable","Not applicable","Number","14.1799"
"Cayman Islands","2012","Not applicable","Not applicable","Number","4.60123"
"Cayman Islands","2011","Not applicable","Not applicable","Number","8.52809"
"Cayman Islands","2006","Not applicable","Not applicable","Number","7.32571"
"Cayman Islands","2005","Not applicable","Not applicable","Number","8.71852"
"Cayman Islands","2004","Not applicable","Not applicable","Number","8.56923"
"Cayman Islands","2002","Not applicable","Not applicable","Number","8.77119"
"Cayman Islands","2001","Not applicable","Not applicable","Number","8.89256"
"Cayman Islands","2000","Not applicable","Not applicable","Number","8.125"
"Cayman Islands","1999","Not applicable","Not applicable","Number","7.49254"
"Chad","2012","Not applicable","Not applicable","Number","17.82284"
"Chad","2011","Not applicable","Not applicable","Number","19.94762"
"Chad","2010","Not applicable","Not applicable","Number","20.35598"
"Chad","2000","Not applicable","Not applicable","Number","25.47592"
"Chad","1999","Not applicable","Not applicable","Number","22.64715"
"Chile","2013","Not applicable","Not applicable","Number","21.00627"
"Chile","2012","Not applicable","Not applicable","Number","19.56647"
"Chile","2011","Not applicable","Not applicable","Number","20.64739"
"Chile","2010","Not applicable","Not applicable","Number","21.17509"
"Chile","2009","Not applicable","Not applicable","Number","22.42523"
"Chile","2008","Not applicable","Not applicable","Number","22.94874"
"Chile","2007","Not applicable","Not applicable","Number","23.34791"
"Chile","2006","Not applicable","Not applicable","Number","23.88166"
"Chile","2005","Not applicable","Not applicable","Number","24.17941"
"Chile","2004","Not applicable","Not applicable","Number","24.3312"
"Chile","2002","Not applicable","Not applicable","Number","31.13854"
"Chile","2000","Not applicable","Not applicable","Number","27.50516"
"Chile","1999","Not applicable","Not applicable","Number","27.35891"
"China","2014","Not applicable","Not applicable","Number","16.52553"
"China","2013","Not applicable","Not applicable","Number","17.50026"
"China","2012","Not applicable","Not applicable","Number","15.33779"
"China","2011","Not applicable","Not applicable","Number","16.05266"
"China","2010","Not applicable","Not applicable","Number","16.19732"
"China","2009","Not applicable","Not applicable","Number","16.05899"
"China","2008","Not applicable","Not applicable","Number","16.19805"
"China","2007","Not applicable","Not applicable","Number","16.3188"
"China","2006","Not applicable","Not applicable","Number","18.41153"
"China","2003","Not applicable","Not applicable","Number","16.67206"
"China","2002","Not applicable","Not applicable","Number","19.90201"
"China","2001","Not applicable","Not applicable","Number","19.90202"
"China","2000","Not applicable","Not applicable","Number","16.06467"
"China","1997","Not applicable","Not applicable","Number","14.52137"
"China","1996","Not applicable","Not applicable","Number","14.20779"
"Colombia","2014","Not applicable","Not applicable","Number","21.90267"
"Colombia","2013","Not applicable","Not applicable","Number","22.94237"
"Colombia","2012","Not applicable","Not applicable","Number","22.516"
"Colombia","2011","Not applicable","Not applicable","Number","23.37541"
"Colombia","2010","Not applicable","Not applicable","Number","21.56648"
"Colombia","2009","Not applicable","Not applicable","Number","20.79199"
"Colombia","2007","Not applicable","Not applicable","Number","19.33686"
"Colombia","2004","Not applicable","Not applicable","Number","24.3252"
"Colombia","2002","Not applicable","Not applicable","Number","20.45743"
"Comoros","2013","Not applicable","Not applicable","Number","6.42101"
"Comoros","2004","Not applicable","Not applicable","Number","10.55038"
"Comoros","2003","Not applicable","Not applicable","Number","8.96864"
"Comoros","2002","Not applicable","Not applicable","Number","10.38545"
"Congo","2012","Not applicable","Not applicable","Number","16.8374"
"Congo","2004","Not applicable","Not applicable","Number","18.30865"
"Congo","1996","Not applicable","Not applicable","Number","21.41005"
"Costa Rica","2014","Not applicable","Not applicable","Number","14.28597"
"Costa Rica","2013","Not applicable","Not applicable","Number","13.81234"
"Costa Rica","2011","Not applicable","Not applicable","Number","14.40379"
"Costa Rica","2010","Not applicable","Not applicable","Number","15.11143"
"Costa Rica","2009","Not applicable","Not applicable","Number","15.42198"
"Costa Rica","2008","Not applicable","Not applicable","Number","15.23911"
"Costa Rica","2007","Not applicable","Not applicable","Number","17.29549"
"Costa Rica","2006","Not applicable","Not applicable","Number","17.04506"
"Costa Rica","2002","Not applicable","Not applicable","Number","18.24083"
"Costa Rica","2001","Not applicable","Not applicable","Number","18.15185"
"Costa Rica","2000","Not applicable","Not applicable","Number","18.84143"
"Costa Rica","1999","Not applicable","Not applicable","Number","19.13223"
"Costa Rica","1998","Not applicable","Not applicable","Number","19.89791"
"Côte d'Ivoire","1999","Not applicable","Not applicable","Number","20.60998"
"Croatia","2014","Not applicable","Not applicable","Number","7.94166"
"Croatia","2012","Not applicable","Not applicable","Number","7.0019"
"Croatia","2011","Not applicable","Not applicable","Number","7.00051"
"Croatia","2010","Not applicable","Not applicable","Number","7.04985"
"Croatia","2009","Not applicable","Not applicable","Number","7.14283"
"Croatia","2008","Not applicable","Not applicable","Number","7.5349"
"Croatia","2007","Not applicable","Not applicable","Number","7.81187"
"Croatia","2006","Not applicable","Not applicable","Number","8.07549"
"Croatia","2005","Not applicable","Not applicable","Number","8.76059"
"Croatia","2004","Not applicable","Not applicable","Number","9.73148"
"Croatia","2003","Not applicable","Not applicable","Number","9.94005"
"Croatia","2002","Not applicable","Not applicable","Number","9.88944"
"Croatia","2001","Not applicable","Not applicable","Number","10.09677"
"Croatia","2000","Not applicable","Not applicable","Number","10.63262"
"Croatia","1999","Not applicable","Not applicable","Number","11.2366"
"Croatia","1998","Not applicable","Not applicable","Number","11.7969"
"Croatia","1997","Not applicable","Not applicable","Number","12.24591"
"Croatia","1996","Not applicable","Not applicable","Number","12.84635"
"Cuba","2014","Not applicable","Not applicable","Number","8.87554"
"Cuba","2013","Not applicable","Not applicable","Number","7.60096"
"Cuba","2012","Not applicable","Not applicable","Number","7.51182"
"Cuba","2011","Not applicable","Not applicable","Number","7.93203"
"Cuba","2010","Not applicable","Not applicable","Number","8.81581"
"Cuba","2009","Not applicable","Not applicable","Number","9.73173"
"Cuba","2008","Not applicable","Not applicable","Number","9.90712"
"Cuba","2007","Not applicable","Not applicable","Number","9.73278"
"Cuba","2006","Not applicable","Not applicable","Number","11.13881"
"Cuba","2005","Not applicable","Not applicable","Number","11.63381"
"Cuba","2004","Not applicable","Not applicable","Number","10.32484"
"Cuba","2003","Not applicable","Not applicable","Number","10.22303"
"Cuba","2002","Not applicable","Not applicable","Number","11.14739"
"Cuba","2001","Not applicable","Not applicable","Number","11.06429"
"Cuba","2000","Not applicable","Not applicable","Number","10.66403"
"Cuba","1999","Not applicable","Not applicable","Number","9.95225"
"Cuba","1997","Not applicable","Not applicable","Number","9.14643"
"Cuba","1996","Not applicable","Not applicable","Number","8.74688"
"Cyprus","2014","Not applicable","Not applicable","Number","9.77062"
"Cyprus","2013","Not applicable","Not applicable","Number","9.62781"
"Cyprus","2012","Not applicable","Not applicable","Number","9.58565"
"Cyprus","2011","Not applicable","Not applicable","Number","9.65467"
"Cyprus","2010","Not applicable","Not applicable","Number","9.72254"
"Cyprus","2009","Not applicable","Not applicable","Number","9.82749"
"Cyprus","2008","Not applicable","Not applicable","Number","10.01707"
"Cyprus","2007","Not applicable","Not applicable","Number","10.47352"
"Cyprus","2006","Not applicable","Not applicable","Number","10.78255"
"Cyprus","2005","Not applicable","Not applicable","Number","10.97453"
"Cyprus","2004","Not applicable","Not applicable","Number","10.7477"
"Cyprus","2003","Not applicable","Not applicable","Number","11.75886"
"Cyprus","2002","Not applicable","Not applicable","Number","11.5037"
"Cyprus","2001","Not applicable","Not applicable","Number","10.87548"
"Czech Republic","2013","Not applicable","Not applicable","Number","11.79291"
"Czech Republic","2012","Not applicable","Not applicable","Number","11.26857"
"Czech Republic","2011","Not applicable","Not applicable","Number","11.51356"
"Czech Republic","2010","Not applicable","Not applicable","Number","10.76398"
"Czech Republic","2009","Not applicable","Not applicable","Number","10.87816"
"Czech Republic","2008","Not applicable","Not applicable","Number","10.87977"
"Czech Republic","2007","Not applicable","Not applicable","Number","10.95131"
"Czech Republic","2006","Not applicable","Not applicable","Number","9.91762"
"Czech Republic","2005","Not applicable","Not applicable","Number","9.02799"
"Czech Republic","2004","Not applicable","Not applicable","Number","8.83518"
"Czech Republic","2003","Not applicable","Not applicable","Number","9.15198"
"Czech Republic","2002","Not applicable","Not applicable","Number","9.13058"
"Czech Republic","2001","Not applicable","Not applicable","Number","8.98544"
"Czech Republic","1996","Not applicable","Not applicable","Number","9.30167"
"Czech Republic","1995","Not applicable","Not applicable","Number","10.78188"
"Czech Republic","1994","Not applicable","Not applicable","Number","9.86275"
"Czech Republic","1993","Not applicable","Not applicable","Number","10.17016"
"Denmark","2001","Not applicable","Not applicable","Number","10.06155"
"Denmark","2000","Not applicable","Not applicable","Number","9.0752"
"Denmark","1999","Not applicable","Not applicable","Number","8.81991"
"Denmark","1998","Not applicable","Not applicable","Number","8.75986"
"Denmark","1995","Not applicable","Not applicable","Number","9.003"
"Denmark","1994","Not applicable","Not applicable","Number","8.74176"
"Denmark","1993","Not applicable","Not applicable","Number","9.03646"
"Djibouti","2015","Not applicable","Not applicable","Number","17.14638"
"Djibouti","2014","Not applicable","Not applicable","Number","19.74006"
"Djibouti","2013","Not applicable","Not applicable","Number","19.53378"
"Djibouti","2012","Not applicable","Not applicable","Number","20.04527"
"Djibouti","2011","Not applicable","Not applicable","Number","21.99714"
"Djibouti","2009","Not applicable","Not applicable","Number","23.51859"
"Djibouti","1999","Not applicable","Not applicable","Number","15.79817"
"Djibouti","1996","Not applicable","Not applicable","Number","10.65366"
"Dominica","2014","Not applicable","Not applicable","Number","7.93359"
"Dominica","2013","Not applicable","Not applicable","Number","8.88372"
"Dominica","2012","Not applicable","Not applicable","Number","10.05645"
"Dominica","2011","Not applicable","Not applicable","Number","9.39764"
"Dominica","2010","Not applicable","Not applicable","Number","11.08636"
"Dominica","2009","Not applicable","Not applicable","Number","10.17917"
"Dominica","2008","Not applicable","Not applicable","Number","10.42727"
"Dominica","2007","Not applicable","Not applicable","Number","10.38785"
"Dominica","2006","Not applicable","Not applicable","Number","10.71154"
"Dominica","2005","Not applicable","Not applicable","Number","16.38298"
"Dominica","2004","Not applicable","Not applicable","Number","17.45802"
"Dominica","2003","Not applicable","Not applicable","Number","17.35766"
"Dominica","2002","Not applicable","Not applicable","Number","17.75781"
"Dominica","2001","Not applicable","Not applicable","Number","19.93519"
"Dominica","2000","Not applicable","Not applicable","Number","21.46739"
"Dominica","1999","Not applicable","Not applicable","Number","15.14167"
"Dominican Republic","2014","Not applicable","Not applicable","Number","19.85137"
"Dominican Republic","2013","Not applicable","Not applicable","Number","27.84059"
"Dominican Republic","2012","Not applicable","Not applicable","Number","30.39243"
"Dominican Republic","2011","Not applicable","Not applicable","Number","28.67077"
"Dominican Republic","2010","Not applicable","Not applicable","Number","27.19938"
"Dominican Republic","2009","Not applicable","Not applicable","Number","28.00102"
"Dominican Republic","2008","Not applicable","Not applicable","Number","26.19809"
"Dominican Republic","2007","Not applicable","Not applicable","Number","31.71879"
"Dominican Republic","2005","Not applicable","Not applicable","Number","27.0541"
"Dominican Republic","2004","Not applicable","Not applicable","Number","27.7888"
"Dominican Republic","2002","Not applicable","Not applicable","Number","32.55076"
"Dominican Republic","2000","Not applicable","Not applicable","Number","28.259"
"Dominican Republic","1999","Not applicable","Not applicable","Number","27.64967"
"Ecuador","2014","Not applicable","Not applicable","Number","26.23663"
"Ecuador","2013","Not applicable","Not applicable","Number","13.3282"
"Ecuador","2012","Not applicable","Not applicable","Number","10.80161"
"Ecuador","2011","Not applicable","Not applicable","Number","10.05362"
"Ecuador","2010","Not applicable","Not applicable","Number","10.00475"
"Ecuador","2007","Not applicable","Not applicable","Number","14.6211"
"Ecuador","2006","Not applicable","Not applicable","Number","14.33426"
"Ecuador","2005","Not applicable","Not applicable","Number","13.88453"
"Ecuador","2004","Not applicable","Not applicable","Number","13.72318"
"Ecuador","2003","Not applicable","Not applicable","Number","13.6882"
"Ecuador","2002","Not applicable","Not applicable","Number","13.9617"
"Ecuador","2001","Not applicable","Not applicable","Number","13.96149"
"Ecuador","2000","Not applicable","Not applicable","Number","13.96158"
"Egypt","2014","Not applicable","Not applicable","Number","12.08741"
"Egypt","2010","Not applicable","Not applicable","Number","8.82194"
"Egypt","2009","Not applicable","Not applicable","Number","8.29902"
"Egypt","2004","Not applicable","Not applicable","Number","14.38266"
"Egypt","2003","Not applicable","Not applicable","Number","14.5393"
"Egypt","2002","Not applicable","Not applicable","Number","13.22446"
"Egypt","2001","Not applicable","Not applicable","Number","13.23314"
"Egypt","2000","Not applicable","Not applicable","Number","12.79928"
"Egypt","1999","Not applicable","Not applicable","Number","12.57887"
"Egypt","1996","Not applicable","Not applicable","Number","13.39494"
"Egypt","1995","Not applicable","Not applicable","Number","15.9686"
"El Salvador","2013","Not applicable","Not applicable","Number","29.08626"
"El Salvador","2011","Not applicable","Not applicable","Number","23.02827"
"El Salvador","2009","Not applicable","Not applicable","Number","23.47136"
"El Salvador","2008","Not applicable","Not applicable","Number","27.51295"
"El Salvador","2007","Not applicable","Not applicable","Number","25.26214"
"El Salvador","2005","Not applicable","Not applicable","Number","26.27998"
"El Salvador","2004","Not applicable","Not applicable","Number","27.39375"
"El Salvador","2003","Not applicable","Not applicable","Number","25.20697"
"Equatorial Guinea","2000","Not applicable","Not applicable","Number","14.87218"
"Equatorial Guinea","1999","Not applicable","Not applicable","Number","14.90226"
"Eritrea","2013","Not applicable","Not applicable","Number","36.77113"
